date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.60.delayed	(from https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.woff2)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.61.delayed	(from https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.woff)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.62.delayed	(from https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.ttf)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.63.delayed	(from https://daniapi.my.id/assets/home/fonts/glyphicons-halflings-regular.svg)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.64.delayed	(from https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.woff2?v=4.3.0)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.65.delayed	(from https://daniapi.my.id/assets/home/fonts/fontawesome-webfont.svg?v=4.3.0)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.66.delayed	(from https://daniapi.my.id/assets/home/images/loading.gif)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.67.delayed	(from https://daniapi.my.id/assets/home/images/homebg.jpg)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.68.delayed	(from https://daniapi.my.id/assets/home/images/counterbg.jpg)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.69.delayed	(from https://daniapi.my.id/assets/home/images/teambg.jpg)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.6a.delayed	(from https://daniapi.my.id/assets/home/images/teambg2.png)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.6b.delayed	(from https://daniapi.my.id/assets/home/images/testbg.jpg)
02:34:42	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.6c.delayed	(from https://daniapi.my.id/assets/home/images/trailbg.jpg)
02:34:42	3890/3890	---M--	200	added ('OK')	text/css	etag:W/%22f32-1882065fdb9%22	https://daniapi.my.id/assets/libs/simplebar/dist/simplebar.css	https://daniapi.my.id/httrack/daniapi.my.id/assets/libs/simplebar/dist/simplebar.css	(from https://daniapi.my.id/assets/css/styles.min.css)
02:34:44	146896/146896	---M--	200	added ('OK')	text/css	etag:W/%2223dd0-1882065fc29%22	https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css	(from https://daniapi.my.id/assets/css/styles.min.css)
02:34:45	9275/9275	---M--	200	added ('OK')	text/css	etag:W/%22243b-1882065fc29%22	https://daniapi.my.id/assets/css/profile.css	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/profile.css	(from https://daniapi.my.id/pages/profile)
02:34:45	1104/1104	---M--	200	added ('OK')	text/css	etag:W/%22450-1882065fc29%22	https://daniapi.my.id/assets/css/responsive.css	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/responsive.css	(from https://daniapi.my.id/pages/profile)
02:34:47	0/-1	---M--	302	error ('')			https://daniapi.my.id/pages/home	https://daniapi.my.id/httrack/daniapi.my.id/pages/home.72.delayed	(from https://daniapi.my.id/pages/account)
02:34:47	0/-1	---M--	302	error ('')			https://daniapi.my.id/pages/home	https://daniapi.my.id/httrack/daniapi.my.id/pages/home.73.delayed	(from https://daniapi.my.id/features/downloader)
02:34:47	266361/266361	---M--	200	added ('OK')	image/png	etag:W/%2241079-1882065fc85%22	https://daniapi.my.id/assets/img/profile/user-1.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/img/profile/user-1.png	(from https://daniapi.my.id/pages/profile)
02:34:47	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/youtube-audio?url=https://youtu.be/rz03XDsmGSg&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/youtube-audio84fa.html	(from https://daniapi.my.id/features/downloader)
02:34:48	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/youtube-video?url=https://youtu.be/rz03XDsmGSg&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/youtube-video84fa.html	(from https://daniapi.my.id/features/downloader)
02:34:49	1276/1276	---M--	200	added ('OK')	text/html	etag:W/%224fc-1882065fdf1%22	https://daniapi.my.id/api/downloader/youtube-play-audio?q=Dani%20Coding&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/youtube-play-audioed7c.html	(from https://daniapi.my.id/features/downloader)
02:34:50	1276/1276	---M--	200	added ('OK')	text/html	etag:W/%224fc-1882065fdf1%22	https://daniapi.my.id/api/downloader/youtube-play-video?q=Dani%20Coding&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/youtube-play-videoed7c.html	(from https://daniapi.my.id/features/downloader)
02:34:51	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/facebook?url=https://www.facebook.com/100048850581989/videos/890771735348152/?mibextid=BuFJOqMoWj1Hyi8k&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/facebook6fb9.html	(from https://daniapi.my.id/features/downloader)
02:34:52	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/instagram?url=https://www.instagram.com/tv/CSW1PMohXDm&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/instagram77f3.html	(from https://daniapi.my.id/features/downloader)
02:34:53	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/twitter?url=https://twitter.com/viralnich23_/status/1626675138682028034?s=20&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/twitterb35f.html	(from https://daniapi.my.id/features/downloader)
02:34:54	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/tiktok?url=https://www.tiktok.com/@teresa.jiaa/video/7210297321974762779&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/tiktok0aeb.html	(from https://daniapi.my.id/features/downloader)
02:34:55	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/tiktok-v2?url=https://www.tiktok.com/@teresa.jiaa/video/7210297321974762779&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/tiktok-v20aeb.html	(from https://daniapi.my.id/features/downloader)
02:34:56	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/mediafire?url=https://www.mediafire.com/file/pwxob70rpgma9lz&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/mediafireadd4.html	(from https://daniapi.my.id/features/downloader)
02:34:57	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/sfilemobi?url=https://sfile.mobi/a8o3hu6sEwo&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/sfilemobi3893.html	(from https://daniapi.my.id/features/downloader)
02:34:58	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/downloader/soundcloud?url=https://soundcloud.com/ndaa-212683099/dj-coba-kau-ingat-ingat-kembali-seharusnya-aku-jungle-dutch-terbaru-2021-full-bass-viral-tik?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/downloader/soundcloud4a26.html	(from https://daniapi.my.id/features/downloader)
02:34:59	0/-1	---M--	302	error ('')			https://daniapi.my.id/pages/home	https://daniapi.my.id/httrack/daniapi.my.id/pages/home.80.delayed	(from https://daniapi.my.id/features/searcher)
02:34:59	1274/1274	---M--	200	added ('OK')	text/html	etag:W/%224fa-1882065fdf1%22	https://daniapi.my.id/api/searcher/youtube?q=Dani%20Coding&key=YOUR_KEY	https://daniapi.my.id/httrack/daniapi.my.id/api/searcher/youtubeed7c.html	(from https://daniapi.my.id/features/searcher)
02:35:01	1521944/1521944	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22173918-1882065fbdd%22	https://daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.eot	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.eot	(from https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css)
02:35:03	1521944/1521944	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22173918-1882065fbdd%22	https://daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.eot?	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-iconsd41d.eot	(from https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css)
02:35:03	552144/552144	---M--	200	added ('OK')	font/woff2	etag:W/%2286cd0-1882065fc25%22	https://daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.woff2	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.woff2	(from https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css)
02:35:04	775616/775616	---M--	200	added ('OK')	font/woff	etag:W/%22bd5c0-1882065fc25%22	https://daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.woff	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.woff	(from https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css)
02:35:06	1521760/1521760	---M--	200	added ('OK')	font/ttf	etag:W/%22173860-1882065fc25%22	https://daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.ttf	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.ttf	(from https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css)
02:35:06	1181/1181	---M--	200	added ('OK')	text/html	etag:W/%2249d-1882065fdf1%22	https://daniapi.my.id/assets/css/bg.png	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/bg.html	(from https://daniapi.my.id/assets/css/profile.css)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.89.delayed	(from https://daniapi.my.id/api/downloader/youtube-audio?url=https://youtu.be/rz03XDsmGSg&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.8a.delayed	(from https://daniapi.my.id/api/downloader/youtube-video?url=https://youtu.be/rz03XDsmGSg&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.8b.delayed	(from https://daniapi.my.id/api/downloader/facebook?url=https://www.facebook.com/100048850581989/videos/890771735348152/?mibextid=BuFJOqMoWj1Hyi8k&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.8c.delayed	(from https://daniapi.my.id/api/downloader/instagram?url=https://www.instagram.com/tv/CSW1PMohXDm&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.8d.delayed	(from https://daniapi.my.id/api/downloader/twitter?url=https://twitter.com/viralnich23_/status/1626675138682028034?s=20&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.8e.delayed	(from https://daniapi.my.id/api/downloader/tiktok?url=https://www.tiktok.com/@teresa.jiaa/video/7210297321974762779&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.8f.delayed	(from https://daniapi.my.id/api/downloader/tiktok-v2?url=https://www.tiktok.com/@teresa.jiaa/video/7210297321974762779&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.90.delayed	(from https://daniapi.my.id/api/downloader/mediafire?url=https://www.mediafire.com/file/pwxob70rpgma9lz&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.91.delayed	(from https://daniapi.my.id/api/downloader/sfilemobi?url=https://sfile.mobi/a8o3hu6sEwo&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.92.delayed	(from https://daniapi.my.id/api/downloader/soundcloud?url=https://soundcloud.com/ndaa-212683099/dj-coba-kau-ingat-ingat-kembali-seharusnya-aku-jungle-dutch-terbaru-2021-full-bass-viral-tik?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing&key=YOUR_KEY)
02:35:07	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.93.delayed	(from https://daniapi.my.id/api/searcher/youtube?q=Dani%20Coding&key=YOUR_KEY)
02:35:10	6046707/6046707	---M--	200	added ('OK')	image/svg+xml	etag:W/%225c43f3-1882065fc19%22	https://daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.svg	https://daniapi.my.id/httrack/daniapi.my.id/assets/css/icons/tabler-icons/fonts/tabler-icons.svg	(from https://daniapi.my.id/assets/css/icons/tabler-icons/tabler-icons.css)
02:35:13	0/-1	---M--	302	error ('')			https://daniapi.my.id/dashboard	https://daniapi.my.id/httrack/daniapi.my.id/dashboard.94.delayed	(from https://daniapi.my.id/assets/css/bg.png)
